player           ID,season  ID,match    ID,match date,home/away?,win/loss?,player style,player L/R?,opp    style,opp L/R?,player sets,opp. sets,game ID,player games,opp. games,server,point ID,player point,opp. point,serve result,serve location,return: cross/line,result,point winner,shot type,fore/back,cross/line,point length,error  pos.,comments
,,,,,,,,,,1,0,,5,5,P,,1,0,f,b,l,f,p,t,f,c,s,l,
,,,,,,,,,,1,0,,5,5,P,,2,0,s,b,c,w,p,t,f,c,s,,
,,,,,,,,,,1,0,,5,5,P,,3,0,f,c,l,w,o,s,b,c,s,,
,,,,,,,,,,1,0,,5,5,P,,3,1,d,,,d,p,,,,,,
,,,,,,,,,,2,0,,6,5,O,,0,0,s,w,l,f,p,t,f,c,s,n,
,,,,,,,,,,2,0,,6,5,O,,1,0,f,b,c,w,p,t,f,c,s,,
,,,,,,,,,,2,0,,6,5,O,,2,0,f,b,c,w,p,t,f,c,m,,
,,,,,,,,,,2,0,,6,5,O,,3,0,f,b,c,u,o,s,b,c,s,,
,,,,,,,,,,2,0,,6,5,O,,3,1,f,b,c,u,o,t,b,c,m,,
,,,,,,,,,,2,0,,6,5,O,,3,2,s,b,c,w,p,t,b,c,s,,
Anastasia Abramyan,,,2018-01-26,HOME,Win,,R,,R,0,0,,0,0,P,,0,0,S,B,C,U,O,T,F,C,L,W,
,,,,,,,,,,0,0,,0,0,P,,0,1,D,,,D,O,,,,S,,
,,,,,,,,,,0,0,,0,0,P,,0,2,F,C,C,W,O,S,F,C,M,,
,,,,,,,,,,0,0,,0,0,P,,0,3,F,C,N,F,P,T,F,C,S,N,
,,,,,,,,,,0,0,,0,0,P,,1,3,F,C,L,U,O,T,B,L,L,W,
,,,,,,,,,,0,0,,0,1,O,,0,0,F,B,C,U,O,T,F,C,M,L,
,,,,,,,,,,0,0,,0,1,O,,0,1,F,W,N,F,O,S,B,C,S,N,
,,,,,,,,,,0,0,,0,1,O,,0,2,S,B,C,U,P,S,F,L,M,L,
,,,,,,,,,,0,0,,0,1,O,,1,2,S,B,C,U,P,S,B,L,S,W,
,,,,,,,,,,0,0,,0,1,O,,2,2,S,B,C,F,O,T,F,C,M,W,
,,,,,,,,,,0,0,,0,1,O,,2,3,S,B,C,U,P,T,B,C,S,L,
,,,,,,,,,,0,0,,0,1,O,,3,3,F,C,C,U,O,T,B,L,L,N,
,,,,,,,,,,0,0,,0,2,P,,0,0,S,C,C,F,P,S,B,L,L,N,
,,,,,,,,,,0,0,,0,2,P,,1,0,F,W,C,U,O,T,F,C,S,N,
,,,,,,,,,,0,0,,0,2,P,,1,1,S,B,C,F,P,T,B,C,M,W,
,,,,,,,,,,0,0,,0,2,P,,2,1,F,B,L,F,P,T,F,C,S,N,
,,,,,,,,,,0,0,,0,2,P,,3,1,D,,,D,O,,,,S,,
,,,,,,,,,,0,0,,0,2,P,,3,2,F,W,C,U,O,T,B,L,M,L,
,,,,,,,,,,0,0,,0,2,P,,3,3,F,B,L,U,P,T,F,C,M,L,
,,,,,,,,,,0,0,,1,2,O,,0,0,F,B,C,U,P,T,B,L,L,L,
,,,,,,,,,,0,0,,1,2,O,,1,0,F,W,C,U,P,T,F,C,S,N,
,,,,,,,,,,0,0,,1,2,O,,2,0,F,W,C,W,O,O,,L,M,,
,,,,,,,,,,0,0,,1,2,O,,2,1,F,W,N,U,O,T,B,C,S,N,
,,,,,,,,,,0,0,,1,2,O,,2,2,F,C,C,U,P,T,F,C,M,N,
,,,,,,,,,,0,0,,1,2,O,,3,2,S,W,C,U,O,T,F,C,M,N,
,,,,,,,,,,0,0,,1,2,O,,3,3,F,W,N,F,O,T,B,L,S,W,
,,,,,,,,,,0,0,,1,3,P,,0,0,S,B,C,U,P,T,F,C,M,L,
,,,,,,,,,,0,0,,1,3,P,,1,0,S,B,C,U,P,T,B,L,M,W,
,,,,,,,,,,0,0,,1,3,P,,2,0,S,C,N,F,P,T,B,C,S,W,
,,,,,,,,,,0,0,,1,3,P,,3,0,F,C,C,W,P,V,B,C,M,,
,,,,,,,,,,0,0,,2,3,O,,0,0,S,B,C,U,O,T,B,L,M,W,
,,,,,,,,,,0,0,,2,3,O,,0,1,F,B,C,U,O,T,B,L,M,L,
,,,,,,,,,,0,0,,2,3,O,,0,2,S,W,C,U,O,T,F,L,M,N,
,,,,,,,,,,0,0,,2,3,O,,0,3,S,B,C,W,P,T,F,C,M,,
,,,,,,,,,,0,0,,2,3,O,,1,3,F,W,N,F,O,T,F,C,S,W,
,,,,,,,,,,0,0,,2,4,P,,0,0,S,C,C,W,P,T,F,L,M,,
,,,,,,,,,,0,0,,2,4,P,,1,0,F,B,C,W,P,T,F,L,L,,
,,,,,,,,,,0,0,,2,4,P,,2,0,F,B,L,U,P,T,F,L,M,L,
,,,,,,,,,,0,0,,2,4,P,,3,0,F,B,C,F,O,T,F,C,M,N,
,,,,,,,,,,0,0,,2,4,P,,3,1,S,C,C,U,P,T,F,L,M,L,
,,,,,,,,,,0,0,,3,4,O,,0,0,F,B,C,W,P,T,B,L,M,,
,,,,,,,,,,0,0,,3,4,O,,1,0,F,W,N,F,O,T,B,C,S,N,
,,,,,,,,,,0,0,,3,4,O,,1,1,F,B,C,U,P,T,F,C,L,L,
,,,,,,,,,,0,0,,3,4,O,,2,1,F,W,C,U,P,T,F,C,L,L,
,,,,,,,,,,0,0,,3,4,O,,3,1,S,B,C,F,P,T,F,C,S,L,
,,,,,,,,,,0,0,,4,4,P,,0,0,S,B,C,U,O,T,F,C,S,N,
,,,,,,,,,,0,0,,4,4,P,,0,1,F,B,C,U,P,T,B,C,M,N,
,,,,,,,,,,0,0,,4,4,P,,1,1,F,B,C,F,P,T,F,L,L,W,
,,,,,,,,,,0,0,,4,4,P,,2,1,S,W,C,U,O,T,B,L,M,L,
,,,,,,,,,,0,0,,4,4,P,,2,2,F,W,L,U,O,T,B,C,S,L,
,,,,,,,,,,0,0,,4,4,P,,2,3,F,B,C,F,P,S,B,C,M,N,
,,,,,,,,,,0,0,,4,4,P,,3,3,S,B,C,F,P,T,F,L,M,N,
,,,,,,,,,,0,0,,5,4,O,,0,0,F,W,C,F,P,S,B,C,M,W,
,,,,,,,,,,0,0,,5,4,O,,1,0,S,B,N,U,O,T,B,C,S,N,
,,,,,,,,,,0,0,,5,4,O,,1,1,D,,,D,P,,,,S,,
,,,,,,,,,,0,0,,5,4,O,,2,1,F,W,C,U,P,T,B,L,L,N,
,,,,,,,,,,0,0,,5,4,O,,3,1,S,B,C,U,O,T,F,C,L,N,
,,,,,,,,,,0,0,,5,4,O,,3,2,S,B,N,U,O,T,B,L,S,N,
,,,,,,,,,,0,0,,5,4,O,,3,3,F,B,L,U,P,T,F,C,L,L,
,,,,,,,,,,1,0,,0,0,P,,0,0,F,B,C,U,P,T,F,C,M,W,
,,,,,,,,,,1,0,,0,0,P,,1,0,F,W,C,U,P,T,F,C,M,L,
,,,,,,,,,,1,0,,0,0,P,,2,0,F,C,C,W,P,T,F,C,S,,
,,,,,,,,,,1,0,,0,0,P,,3,0,F,C,C,U,P,T,B,L,M,L,
,,,,,,,,,,1,0,,1,0,O,,0,0,F,C,N,F,O,T,B,C,S,N,
,,,,,,,,,,1,0,,1,0,O,,0,1,S,W,C,U,P,T,B,C,M,L,
,,,,,,,,,,1,0,,1,0,O,,1,1,F,W,N,F,O,T,F,C,S,N,
,,,,,,,,,,1,0,,1,0,O,,1,2,S,B,C,U,P,T,F,L,L,W,
,,,,,,,,,,1,0,,1,0,O,,2,2,S,B,C,F,O,T,F,C,M,W,
,,,,,,,,,,1,0,,1,0,O,,2,3,S,B,C,F,P,T,B,C,M,N,
,,,,,,,,,,1,0,,1,0,O,,3,3,F,W,N,F,O,T,B,L,S,W,
,,,,,,,,,,1,0,,1,1,P,,0,0,D,,,D,O,,,,S,,
,,,,,,,,,,1,0,,1,1,P,,0,1,F,B,L,W,P,T,F,L,L,,
,,,,,,,,,,1,0,,1,1,P,,1,1,F,C,C,U,O,T,F,C,M,L,
,,,,,,,,,,1,0,,1,1,P,,1,2,S,C,C,U,P,T,B,L,M,W,
,,,,,,,,,,1,0,,1,1,P,,2,2,S,B,C,U,O,T,F,C,L,L,
,,,,,,,,,,1,0,,1,1,P,,2,3,F,B,C,U,O,T,F,C,M,L,
,,,,,,,,,,1,0,,1,2,O,,0,0,F,B,C,U,O,T,F,L,M,N,
,,,,,,,,,,1,0,,1,2,O,,0,1,F,W,C,U,P,S,F,L,L,W,
,,,,,,,,,,1,0,,1,2,O,,1,1,D,,,D,P,,,,S,,
,,,,,,,,,,1,0,,1,2,O,,2,1,F,W,C,U,P,T,F,C,M,W,
,,,,,,,,,,1,0,,1,2,O,,3,1,S,B,C,U,P,T,F,C,S,L,
,,,,,,,,,,1,0,,2,2,P,,0,0,F,C,C,W,O,T,B,C,L,,
,,,,,,,,,,1,0,,2,2,P,,0,1,F,B,C,F,O,T,B,L,L,N,
,,,,,,,,,,1,0,,2,2,P,,0,2,F,W,C,W,P,T,B,L,S,,
,,,,,,,,,,1,0,,2,2,P,,1,2,F,W,C,U,P,T,B,L,M,W,
,,,,,,,,,,1,0,,2,2,P,,2,2,S,C,C,U,O,T,F,C,M,N,
,,,,,,,,,,1,0,,2,2,P,,2,3,F,B,L,F,O,T,F,L,M,L,
,,,,,,,,,,1,0,,2,3,O,,0,0,S,B,N,F,O,T,B,C,S,W,
,,,,,,,,,,1,0,,2,3,O,,0,1,F,W,,A,O,,,,S,,
,,,,,,,,,,1,0,,2,3,O,,0,2,S,B,C,W,O,S,F,L,L,,
,,,,,,,,,,1,0,,2,3,O,,0,3,S,W,C,F,P,T,B,L,M,N,
,,,,,,,,,,1,0,,2,3,O,,1,3,F,W,C,U,P,V,B,C,M,W,
,,,,,,,,,,1,0,,2,3,O,,2,3,S,W,C,F,P,V,F,C,L,N,
,,,,,,,,,,1,0,,2,3,O,,3,3,F,W,C,W,O,T,F,C,M,,
,,,,,,,,,,1,0,,2,4,P,,0,0,F,C,N,F,P,T,B,C,S,W,
,,,,,,,,,,1,0,,2,4,P,,1,0,S,W,C,U,P,T,B,C,M,L,
,,,,,,,,,,1,0,,2,4,P,,2,0,F,W,C,F,O,T,B,L,M,N,
,,,,,,,,,,1,0,,2,4,P,,2,1,D,,,D,O,,,,S,,
,,,,,,,,,,1,0,,2,4,P,,2,2,F,B,C,U,O,T,F,L,M,N,
,,,,,,,,,,1,0,,2,4,P,,2,3,D,,,D,O,,,,S,,
,,,,,,,,,,1,0,,2,5,O,,0,0,F,C,L,F,P,T,B,C,S,W,
,,,,,,,,,,1,0,,2,5,O,,1,0,S,W,N,F,O,T,B,C,S,L,
,,,,,,,,,,1,0,,2,5,O,,1,1,S,B,C,U,O,T,F,L,M,N,
,,,,,,,,,,1,0,,2,5,O,,1,2,S,B,C,F,P,T,F,L,M,L,
,,,,,,,,,,1,0,,2,5,O,,2,2,F,W,C,W,O,S,F,L,S,,
,,,,,,,,,,1,0,,2,5,O,,2,3,S,W,L,F,O,T,B,C,M,L,
,,,,,,,,,,1,1,,0,0,P,,0,0,F,C,C,F,P,T,F,C,L,N,
,,,,,,,,,,1,1,,0,0,O,,1,0,S,W,C,U,P,T,B,C,L,N,
,,,,,,,,,,1,1,,0,0,O,,2,0,F,B,C,U,O,T,B,C,L,L,
,,,,,,,,,,1,1,,0,0,P,,2,1,F,B,N,F,P,T,B,L,S,N,
,,,,,,,,,,1,1,,0,0,P,,3,1,F,B,L,W,O,T,B,L,L,,
,,,,,,,,,,1,1,,0,0,O,,3,2,S,B,C,U,O,T,F,L,M,N,
,,,,,,,,,,1,1,,0,0,O,,3,3,F,W,C,F,O,S,F,C,M,L,
,,,,,,,,,,1,1,,0,0,O,,3,4,F,B,C,W,P,S,B,L,L,,
,,,,,,,,,,1,1,,0,0,P,,4,4,S,B,C,F,P,S,F,C,L,L,
,,,,,,,,,,1,1,,0,0,O,,5,4,S,W,C,F,P,T,B,L,L,W,
,,,,,,,,,,1,1,,0,0,O,,6,4,S,B,C,U,O,T,F,L,M,N,
,,,,,,,,,,1,1,,0,0,P,,6,5,F,B,C,U,P,T,F,C,M,N,
,,,,,,,,,,1,1,,0,0,P,,7,5,S,B,C,U,O,O,,C,M,N,
,,,,,,,,,,1,1,,0,0,O,,7,6,F,C,L,U,P,T,F,C,M,N,
,,,,,,,,,,1,1,,0,0,O,,8,6,S,B,C,U,P,T,F,C,L,N,
,,,,,,,,,,1,1,,0,0,P,,9,6,F,B,N,F,P,T,B,L,S,N,
Macie Jones,,,2018-01-26,HOME,,,R,,R,0,0,,0,0,P,,0,0,f,b,c,a,p,,,,,,
,,,,,,,,,,0,0,,0,0,O,,1,0,d,,,d,o,,,,,,
,,,,,,,,,,0,0,,0,0,O,,1,1,f,c,c,f,o,t,f,c,m,n,
,,,,,,,,,,0,0,,0,0,O,,1,2,f,b,c,u,p,t,f,c,s,w,
,,,,,,,,,,0,0,,0,0,O,,2,2,d,,,d,o,,,,,,
,,,,,,,,,,0,0,,0,0,O,,2,3,f,c,c,w,p,t,f,l,m,l,
,,,,,,,,,,0,0,,0,0,O,,3,3,f,b,l,u,p,t,f,c,s,n,
,,,,,,,,,,0,0,,1,0,o,,0,0,s,,,,p,,,,,,
,,,,,,,,,,0,0,,1,0,o,,1,0,f,c,c,u,o,t,f,c,s,l,
,,,,,,,,,,0,0,,1,0,o,,1,1,d,,,d,p,,,,,,
,,,,,,,,,,0,0,,1,0,o,,2,1,s,b,c,f,o,s,b,l,s,w,
,,,,,,,,,,0,0,,1,0,o,,2,2,f,b,l,u,o,t,f,c,s,n,
,,,,,,,,,,0,0,,1,0,o,,2,3,f,b,l,u,p,s,b,c,s,n,
,,,,,,,,,,0,0,,1,0,o,,3,3,s,b,c,w,o,o,f,c,m,,
,,,,,,,,,,0,0,,1,1,P,,0,0,f,b,c,u,p,t,f,c,s,n,
,,,,,,,,,,0,0,,1,1,P,,1,0,f,b,c,w,p,t,f,c,s,l,
,,,,,,,,,,0,0,,1,1,P,,2,0,f,,,a,p,,,,,,
,,,,,,,,,,0,0,,1,1,P,,3,0,d,,,d,o,,,,,,
,,,,,,,,,,0,0,,1,1,P,,3,1,f,,,a,p,,,,,,
,,,,,,,,,,0,0,,2,1,O,,0,0,f,b,c,u,o,t,f,c,s,l,
,,,,,,,,,,0,0,,2,1,O,,0,1,f,b,c,u,o,t,f,l,s,n,
,,,,,,,,,,0,0,,2,1,O,,0,2,f,b,l,u,o,t,f,l,s,n,
,,,,,,,,,,0,0,,2,1,O,,0,3,f,b,c,f,p,o,b,l,s,w,
,,,,,,,,,,0,0,,2,1,O,,1,3,d,,,d,p,,,,,,
,,,,,,,,,,0,0,,2,1,O,,2,3,d,,,d,p,,,,,,
,,,,,,,,,,0,0,,2,1,O,,3,3,f,w,c,u,p,t,b,l,s,w,
,,,,,,,,,,0,0,,3,1,P,,0,0,f,c,l,f,p,t,f,c,m,l,
,,,,,,,,,,0,0,,3,1,P,,1,0,d,,,d,o,,,,,,
,,,,,,,,,,0,0,,3,1,P,,1,1,f,,,a,p,,,,,,
,,,,,,,,,,0,0,,3,1,P,,2,1,f,b,c,u,p,t,f,c,s,w,
,,,,,,,,,,0,0,,3,1,P,,3,1,f,,,a,p,,,,,,
,,,,,,,,,,0,0,,4,1,O,,0,0,s,b,c,u,p,t,f,c,s,,
,,,,,,,,,,0,0,,4,1,O,,1,0,f,b,c,u,o,t,f,c,s,l,
,,,,,,,,,,0,0,,4,1,O,,1,1,f,,,a,o,,,,,,
,,,,,,,,,,0,0,,4,1,O,,1,2,f,b,c,f,p,t,f,c,s,,
,,,,,,,,,,0,0,,4,1,O,,2,2,d,,,d,p,,,,,,
,,,,,,,,,,0,0,,4,1,O,,3,2,f,w,l,u,o,t,f,c,s,n,
,,,,,,,,,,0,0,,4,1,O,,3,3,d,,,d,p,,,,,,
,,,,,,,,,,0,0,,5,1,P,,0,0,f,b,c,u,o,o,b,c,m,l,
,,,,,,,,,,0,0,,5,1,P,,0,1,s,w,l,u,o,t,f,c,s,n,
,,,,,,,,,,0,0,,5,1,P,,0,2,f,c,c,u,p,t,f,c,m,,
,,,,,,,,,,0,0,,5,1,P,,1,2,f,c,l,w,o,t,f,l,s,,
,,,,,,,,,,0,0,,5,1,P,,1,3,f,w,c,u,p,t,f,c,s,,
,,,,,,,,,,0,0,,5,1,P,,2,3,d,,,d,o,,,,,,
,,,,,,,,,,0,0,,5,2,O,,0,0,d,,,d,p,,,,,,
,,,,,,,,,,0,0,,5,2,O,,1,0,f,b,l,w,p,t,f,c,s,,
,,,,,,,,,,0,0,,5,2,O,,2,0,f,b,c,f,o,t,f,c,s,n,
,,,,,,,,,,0,0,,5,2,O,,2,1,s,b,c,u,p,s,b,c,s,n,
,,,,,,,,,,0,0,,5,2,O,,3,1,f,w,c,f,o,t,f,c,s,n,
,,,,,,,,,,0,0,,5,2,O,,3,2,s,w,c,w,o,t,f,c,m,,
,,,,,,,,,,0,0,,5,2,O,,3,3,d,,,d,p,,,,,,
,,,,,,,,,,1,0,,6,2,P,,0,0,s,b,c,w,o,t,f,c,s,,
,,,,,,,,,,1,0,,6,2,P,,0,1,s,w,c,w,p,o,f,c,s,,
,,,,,,,,,,1,0,,6,2,P,,1,1,f,b,c,u,o,t,f,c,m,n,
,,,,,,,,,,1,0,,6,2,P,,1,2,f,,,a,p,,,,,,
,,,,,,,,,,1,0,,6,2,P,,2,2,f,c,c,u,p,t,f,l,m,l,
,,,,,,,,,,1,0,,6,2,P,,3,2,f,b,c,f,p,t,f,c,m,n,
,,,,,,,,,,1,0,,7,2,O,,0,0,d,,,d,p,,,,,,
,,,,,,,,,,1,0,,7,2,O,,1,0,f,b,l,u,p,t,b,c,s,n,
,,,,,,,,,,1,0,,7,2,O,,2,0,f,b,l,u,o,t,f,c,s,w,
,,,,,,,,,,1,0,,7,2,O,,2,1,d,,,d,p,,,,,,
,,,,,,,,,,1,0,,7,2,O,,3,1,f,w,c,w,o,o,b,l,s,,
,,,,,,,,,,1,0,,7,2,O,,3,2,f,b,l,u,o,t,b,c,s,w,
,,,,,,,,,,1,0,,7,2,O,,3,3,f,b,c,w,p,t,f,c,s,,
,,,,,,,,,,1,0,,8,2,P,,0,0,f,w,c,f,p,s,f,c,s,n,
,,,,,,,,,,1,0,,8,2,P,,1,0,f,w,c,w,p,t,f,c,s,,
,,,,,,,,,,1,0,,8,2,P,,2,0,f,b,c,w,p,t,f,c,s,,
,,,,,,,,,,1,0,,8,2,P,,3,0,d,,,d,o,,,,,,
,,,,,,,,,,1,0,,8,2,P,,3,1,f,w,c,w,p,t,f,c,s,,
,,,,,,,,,,1,0,,9,2,O,,0,0,d,,,d,p,,,,,,
,,,,,,,,,,1,0,,9,2,O,,1,0,d,,,d,p,,,,,,
,,,,,,,,,,1,0,,9,2,O,,2,0,f,w,c,w,o,t,f,c,s,,
,,,,,,,,,,1,0,,9,2,O,,2,1,f,w,c,w,p,t,f,l,s,,
,,,,,,,,,,1,0,,9,2,O,,3,1,f,c,l,w,o,o,b,c,s,,
,,,,,,,,,,1,0,,9,2,O,,3,2,f,b,c,u,o,t,f,c,s,n,
,,,,,,,,,,1,0,,9,2,O,,3,3,f,b,c,u,p,t,f,l,s,n,
,,,,,,,,,,1,0,,10,2,P,,0,0,f,,,a,p,,,,,,
,,,,,,,,,,1,0,,10,2,P,,1,0,s,c,l,w,p,o,b,c,s,,
,,,,,,,,,,1,0,,10,2,P,,2,0,f,,,a,p,,,,,,
,,,,,,,,,,1,0,,10,2,P,,3,0,s,c,l,w,p,t,f,l,s,,
,,,,,,,,,,1,0,,11,2,O,,0,0,f,b,c,u,o,t,f,c,s,n,
,,,,,,,,,,1,0,,11,2,O,,0,1,f,b,l,u,o,t,f,l,s,l,
,,,,,,,,,,1,0,,11,2,O,,0,2,s,w,c,f,o,t,b,c,s,n,
,,,,,,,,,,1,0,,11,2,O,,0,3,f,b,l,w,p,t,b,c,s,,
,,,,,,,,,,1,0,,11,2,O,,1,3,f,b,l,w,o,t,f,l,s,,
,,,,,,,,,,1,0,,11,3,P,,0,0,f,w,c,w,p,t,f,c,s,,
,,,,,,,,,,1,0,,11,3,P,,1,0,f,c,c,w,p,t,f,c,s,,
,,,,,,,,,,1,0,,11,3,P,,2,0,d,,,d,o,,,,,,
,,,,,,,,,,1,0,,11,3,P,,2,1,f,w,l,u,o,t,b,c,s,n,
,,,,,,,,,,1,0,,11,3,P,,2,2,d,,,d,o,,,,,,
,,,,,,,,,,1,0,,11,3,P,,2,3,f,b,c,w,p,t,f,c,s,,
,,,,,,,,,,1,0,,11,3,P,,3,3,f,b,l,f,p,t,f,c,s,,
ANASTASIA ABRAMYAN,,,2018-02-16,HOME,LOSS,,R,,R,0,0,,0,0,P,,0,0,F,B,C,F,O,T,B,C,L,N,
,,,,,,,,,,0,0,,0,0,P,,0,1,F,B,N,F,P,T,B,L,S,N,
,,,,,,,,,,0,0,,0,0,P,,1,1,S,B,C,W,O,T,F,L,M,,
,,,,,,,,,,0,0,,0,0,P,,1,2,S,W,C,U,P,T,B,C,M,N,
,,,,,,,,,,0,0,,0,0,P,,2,2,F,C,N,F,P,T,B,C,S,W,
,,,,,,,,,,0,0,,0,0,P,,3,2,F,W,C,U,O,T,B,C,S,W,
,,,,,,,,,,0,0,,0,0,P,,3,3,F,B,L,F,O,T,F,L,M,N,
,,,,,,,,,,0,0,,0,1,O,,0,0,S,W,C,U,P,T,F,L,M,N,
,,,,,,,,,,0,0,,0,1,O,,1,0,F,W,L,F,O,T,F,C,M,L,
,,,,,,,,,,0,0,,0,1,O,,1,1,F,B,C,U,O,T,F,C,M,L,
,,,,,,,,,,0,0,,0,1,O,,1,2,F,W,L,U,P,T,F,C,M,L,
,,,,,,,,,,0,0,,0,1,O,,2,2,F,W,C,F,O,T,F,L,M,N,
,,,,,,,,,,0,0,,0,1,O,,2,3,F,B,C,U,O,T,B,L,L,L,
,,,,,,,,,,0,0,,0,2,P,,0,0,S,B,C,F,O,S,F,C,S,W,
,,,,,,,,,,0,0,,0,2,P,,0,1,F,W,N,F,P,T,B,L,S,W,
,,,,,,,,,,0,0,,0,2,P,,1,1,D,,,D,O,,,,,,
,,,,,,,,,,0,0,,0,2,P,,1,2,S,W,N,U,P,T,B,C,S,N,
,,,,,,,,,,0,0,,0,2,P,,2,2,F,B,C,U,P,T,F,L,S,N,
,,,,,,,,,,0,0,,0,2,P,,3,2,F,W,N,F,P,T,B,L,S,L,
,,,,,,,,,,0,0,,1,2,O,,0,0,F,W,C,F,P,T,F,C,M,L,
,,,,,,,,,,0,0,,1,2,O,,1,0,S,W,C,U,P,T,B,C,M,L,
,,,,,,,,,,0,0,,1,2,O,,2,0,S,W,N,U,O,T,F,C,S,W,
,,,,,,,,,,0,0,,1,2,O,,2,1,S,W,C,U,O,T,F,C,M,L,
,,,,,,,,,,0,0,,1,2,O,,2,2,F,B,C,U,O,T,F,C,L,N,
,,,,,,,,,,0,0,,1,2,O,,2,3,F,W,C,F,P,T,B,L,L,W,
,,,,,,,,,,0,0,,1,2,O,,3,3,F,W,N,F,O,T,B,C,S,L,
,,,,,,,,,,0,0,,1,3,P,,0,0,F,C,C,F,P,S,F,C,M,W,
,,,,,,,,,,0,0,,1,3,P,,1,0,F,W,C,U,P,T,F,C,M,N,
,,,,,,,,,,0,0,,1,3,P,,2,0,F,B,C,U,O,T,B,C,M,L,
,,,,,,,,,,0,0,,1,3,P,,2,1,F,C,C,U,P,T,F,C,M,L,
,,,,,,,,,,0,0,,1,3,P,,3,1,F,B,L,W,O,T,F,L,S,,
,,,,,,,,,,0,0,,1,3,P,,3,2,D,,,D,O,,,,,,
,,,,,,,,,,0,0,,1,3,P,,3,3,F,W,C,F,P,T,B,C,S,W,
,,,,,,,,,,0,0,,2,3,O,,0,0,D,,,D,P,,,,,,
,,,,,,,,,,0,0,,2,3,O,,1,0,F,B,C,U,O,T,B,L,S,N,
,,,,,,,,,,0,0,,2,3,O,,1,1,F,W,C,U,P,T,B,C,M,L,
