player           ID,season  ID,match    ID,match date,home/away?,win/loss?,player style,player L/R?,opp    style,opp L/R?,player sets,opp. sets,game ID,player games,opp. games,server,point ID,player point,opp. point,serve result,serve location,return: cross/line,result,point winner,shot type,fore/back,cross/line,point length,error  pos.,comments
,,,,,,,,,,0,0,,2,3,O,,2,1,S,W,L,F,O,T,F,C,M,N,
,,,,,,,,,,0,0,,2,3,O,,2,2,F,B,C,U,P,T,F,L,L,L,
,,,,,,,,,,0,0,,2,3,O,,3,2,F,W,C,U,O,T,B,C,L,W,
,,,,,,,,,,0,0,,2,3,O,,3,3,F,W,C,U,P,T,F,C,L,L,
,,,,,,,,,,0,0,,3,3,P,,0,0,F,B,C,U,P,T,B,C,M,L,
,,,,,,,,,,0,0,,3,3,P,,1,0,F,W,C,W,O,T,F,C,M,,OVERRULED
,,,,,,,,,,0,0,,3,3,P,,1,1,F,C,N,F,P,T,B,C,S,L,
,,,,,,,,,,0,0,,3,3,P,,2,1,,B,C,U,P,T,F,C,M,L,
,,,,,,,,,,0,0,,3,3,P,,3,1,S,C,C,W,O,T,F,C,L,,
,,,,,,,,,,0,0,,3,3,P,,3,2,S,B,C,F,O,T,B,L,L,N,
,,,,,,,,,,0,0,,3,3,P,,3,3,S,W,L,U,O,T,F,C,M,L,
,,,,,,,,,,0,0,,3,4,O,,0,0,D,,,D,P,,,,,,
,,,,,,,,,,0,0,,3,4,O,,1,0,F,W,C,W,O,T,B,L,S,,
,,,,,,,,,,0,0,,3,4,O,,1,1,F,W,C,F,O,S,B,C,M,N,
,,,,,,,,,,0,0,,3,4,O,,1,2,F,W,C,F,O,T,F,C,S,W,
,,,,,,,,,,0,0,,3,4,O,,1,3,D,,,D,P,,,,,,
,,,,,,,,,,0,0,,3,4,O,,2,3,F,W,N,F,O,T,B,C,S,L,
,,,,,,,,,,0,0,,3,5,P,,0,0,F,C,C,U,O,T,F,L,M,W,
,,,,,,,,,,0,0,,3,5,P,,0,1,F,W,C,W,P,T,B,C,L,,
,,,,,,,,,,0,0,,3,5,P,,1,1,F,B,C,W,P,T,F,C,S,,
,,,,,,,,,,0,0,,3,5,P,,2,1,F,W,L,W,O,T,B,C,L,,
,,,,,,,,,,0,0,,3,5,P,,2,2,F,W,L,U,P,T,F,C,S,W,
,,,,,,,,,,0,0,,3,5,P,,3,2,F,B,N,F,P,T,B,C,S,N,
,,,,,,,,,,0,0,,4,5,O,,0,0,F,W,C,W,O,V,B,L,L,,
,,,,,,,,,,0,0,,4,5,O,,0,1,F,B,C,U,O,T,B,L,M,L,
,,,,,,,,,,0,0,,4,5,O,,0,2,F,W,N,F,O,T,F,C,S,L,
,,,,,,,,,,0,0,,4,5,O,,0,3,F,B,C,U,P,T,B,C,M,L,
,,,,,,,,,,0,0,,4,5,O,,1,3,F,W,C,U,P,T,F,C,L,L,
,,,,,,,,,,0,0,,4,5,O,,2,3,F,W,C,U,P,T,F,C,M,W,
,,,,,,,,,,0,0,,4,5,O,,3,3,F,W,C,W,O,T,B,C,L,,
,,,,,,,,,,0,1,,0,0,P,,0,0,F,W,N,F,P,T,F,C,S,N,
,,,,,,,,,,0,1,,0,0,P,,1,0,F,W,L,F,O,T,F,C,L,N,
,,,,,,,,,,0,1,,0,0,P,,1,1,S,B,C,W,P,T,F,L,S,,
,,,,,,,,,,0,1,,0,0,P,,2,1,F,B,N,F,P,T,B,C,S,N,
,,,,,,,,,,0,1,,0,0,P,,3,1,F,C,C,U,O,T,F,C,S,L,
,,,,,,,,,,0,1,,0,0,P,,3,2,F,W,N,F,P,T,B,L,S,W,
,,,,,,,,,,0,1,,1,0,O,,0,0,F,W,C,U,P,T,F,C,M,L,
,,,,,,,,,,0,1,,1,0,O,,1,0,F,B,C,F,P,T,F,L,M,W,
,,,,,,,,,,0,1,,1,0,O,,2,0,F,W,C,F,P,T,B,L,M,L,
,,,,,,,,,,0,1,,1,0,O,,3,0,F,B,C,F,O,S,B,C,M,N,
,,,,,,,,,,0,1,,1,0,O,,3,1,S,W,C,U,O,T,F,L,M,N,
,,,,,,,,,,0,1,,1,0,O,,3,2,F,C,C,W,O,T,F,C,L,,
,,,,,,,,,,0,1,,1,0,O,,3,3,S,W,C,W,O,T,F,C,L,,
,,,,,,,,,,0,1,,1,1,P,,0,0,F,C,C,U,O,T,F,C,M,L,
,,,,,,,,,,0,1,,1,1,P,,0,1,S,W,L,F,O,T,F,C,S,N,
,,,,,,,,,,0,1,,1,1,P,,0,2,S,B,C,U,O,T,F,L,M,W,
,,,,,,,,,,0,1,,1,1,P,,0,3,S,W,L,U,P,T,F,C,M,N,
,,,,,,,,,,0,1,,1,1,P,,1,3,F,C,,A,P,,,,S,,
,,,,,,,,,,0,1,,1,1,P,,2,3,F,W,N,F,P,T,B,L,S,L,
,,,,,,,,,,0,1,,1,1,P,,3,3,F,W,L,U,O,T,F,L,M,N,
,,,,,,,,,,0,1,,1,2,O,,0,0,F,W,C,U,P,O,,L,M,L,
,,,,,,,,,,0,1,,1,2,O,,1,0,F,B,L,U,P,T,F,C,M,L,
,,,,,,,,,,0,1,,1,2,O,,2,0,F,W,C,U,O,T,B,L,M,L,
,,,,,,,,,,0,1,,1,2,O,,2,1,F,B,C,U,P,T,B,L,L,N,
,,,,,,,,,,0,1,,1,2,O,,3,1,F,W,C,F,O,T,F,C,M,L,
,,,,,,,,,,0,1,,1,2,O,,3,2,F,W,C,U,P,T,B,L,M,L,
,,,,,,,,,,0,1,,2,2,P,,0,0,F,C,C,U,O,T,F,C,L,L,
,,,,,,,,,,0,1,,2,2,P,,0,1,F,W,L,W,O,T,F,L,M,,
,,,,,,,,,,0,1,,2,2,P,,0,2,F,C,N,F,P,T,B,C,S,W,
,,,,,,,,,,0,1,,2,2,P,,1,2,S,W,C,W,P,T,B,C,L,,
,,,,,,,,,,0,1,,2,2,P,,2,2,S,W,C,U,P,T,B,L,M,W,
,,,,,,,,,,0,1,,2,2,P,,3,2,S,B,L,F,O,S,F,L,M,L,
,,,,,,,,,,0,1,,2,2,P,,3,3,F,B,C,U,O,T,F,C,M,N,
,,,,,,,,,,0,1,,2,3,O,,0,0,F,W,C,F,P,T,B,L,M,N,
,,,,,,,,,,0,1,,2,3,O,,1,0,F,W,C,W,O,T,F,C,M,,
,,,,,,,,,,0,1,,2,3,O,,1,1,S,W,C,U,O,T,B,C,M,,
,,,,,,,,,,0,1,,2,3,O,,1,2,F,W,C,F,P,V,F,L,M,N,
,,,,,,,,,,0,1,,2,3,O,,2,2,S,B,C,U,P,T,F,L,M,N,
,,,,,,,,,,0,1,,2,3,O,,3,2,F,B,N,F,P,T,F,C,S,N,
,,,,,,,,,,0,1,,3,3,P,,0,0,F,B,C,U,O,T,F,C,M,W,
,,,,,,,,,,0,1,,3,3,P,,0,1,F,W,C,W,P,V,F,C,S,,
,,,,,,,,,,0,1,,3,3,P,,1,1,S,B,C,W,O,T,B,C,S,,
,,,,,,,,,,0,1,,3,3,P,,1,2,F,W,N,F,P,T,B,L,S,L,
,,,,,,,,,,0,1,,3,3,P,,2,2,S,B,N,U,P,T,B,C,S,N,
,,,,,,,,,,0,1,,3,3,P,,3,2,S,B,N,U,P,T,F,C,S,N,
,,,,,,,,,,0,1,,4,3,O,,0,0,F,W,N,F,O,T,F,C,S,W,
,,,,,,,,,,0,1,,4,3,O,,0,1,F,W,C,U,O,T,F,C,M,N,
,,,,,,,,,,0,1,,4,3,O,,0,2,F,B,C,F,O,T,F,C,M,L,
,,,,,,,,,,0,1,,4,3,O,,0,3,F,C,C,F,P,S,F,L,M,N,
,,,,,,,,,,0,1,,4,3,O,,1,3,F,W,C,F,O,T,F,L,M,W,
,,,,,,,,,,0,1,,4,4,P,,0,0,S,B,C,U,O,T,F,L,L,N,
,,,,,,,,,,0,1,,4,4,P,,0,1,F,W,C,U,P,T,F,C,M,W,
,,,,,,,,,,0,1,,4,4,P,,1,1,F,B,N,F,P,T,B,C,S,W,
,,,,,,,,,,0,1,,4,4,P,,2,1,F,W,L,F,P,T,F,C,M,L,
,,,,,,,,,,0,1,,4,4,P,,3,1,S,B,L,F,O,S,B,L,S,N,
,,,,,,,,,,0,1,,4,4,P,,3,2,D,,,D,O,,,,,,
,,,,,,,,,,0,1,,4,4,P,,3,3,F,B,C,U,O,T,F,C,M,L,
,,,,,,,,,,0,1,,4,5,O,,0,0,F,W,C,U,O,T,F,C,M,N,
,,,,,,,,,,0,1,,4,5,O,,0,1,F,W,C,W,P,T,F,L,M,,
,,,,,,,,,,0,1,,4,5,O,,1,1,D,,,D,P,,,,,,
,,,,,,,,,,0,1,,4,5,O,,2,1,F,W,C,F,P,S,F,L,M,N,
,,,,,,,,,,0,1,,4,5,O,,3,1,S,W,C,U,P,T,F,C,S,L,
,,,,,,,,,,0,1,,5,5,P,,0,0,S,C,C,U,P,T,B,C,L,N,
,,,,,,,,,,0,1,,5,5,P,,1,0,S,B,L,W,O,T,B,L,M,,
,,,,,,,,,,0,1,,5,5,P,,1,1,F,C,C,W,P,T,B,C,L,,
,,,,,,,,,,0,1,,5,5,P,,2,1,F,B,L,U,P,T,F,L,M,W,
,,,,,,,,,,0,1,,5,5,P,,3,1,D,,,D,O,,,,,,
,,,,,,,,,,0,1,,5,5,P,,3,2,S,B,L,F,P,T,F,C,S,L,
,,,,,,,,,,0,1,,6,5,O,,0,0,F,W,C,U,P,T,B,L,M,L,
,,,,,,,,,,0,1,,6,5,O,,1,0,F,W,N,F,O,T,B,C,S,N,
,,,,,,,,,,0,1,,6,5,O,,1,1,S,W,C,U,O,T,F,C,M,N,
,,,,,,,,,,0,1,,6,5,O,,1,2,F,W,C,W,O,T,F,C,M,,
,,,,,,,,,,0,1,,6,5,O,,1,3,F,B,C,U,P,T,F,L,L,N,
,,,,,,,,,,0,1,,6,5,O,,2,3,F,W,N,F,O,T,F,L,S,L,
,,,,,,,,,,0,1,,6,6,P,,0,0,F,B,C,U,O,T,F,L,M,N,
,,,,,,,,,,0,1,,6,6,O,,0,1,D,,,D,P,,,,,,
,,,,,,,,,,0,1,,6,6,O,,1,1,F,W,N,F,O,T,F,C,S,N,
,,,,,,,,,,0,1,,6,6,P,,1,2,S,W,C,F,O,T,B,C,S,W,
,,,,,,,,,,0,1,,6,6,P,,1,3,F,B,L,U,O,T,F,C,L,N,
,,,,,,,,,,0,1,,6,6,O,,1,4,F,W,C,F,O,S,B,C,M,W,
,,,,,,,,,,0,1,,6,6,O,,1,5,F,W,C,F,P,T,B,C,L,N,
,,,,,,,,,,0,1,,6,6,P,,2,5,S,B,C,U,O,T,F,L,M,L,
,,,,,,,,,,0,1,,6,6,P,,2,6,S,B,C,U,O,T,F,C,S,L,
Polina Malykh,,,2018-01-26,,W,,,,,0,0,,0,0,P,,0,0,F,B,C,F,P,T,F,C,S,,
,,,,,,,,,,0,0,,0,0,P,,2,0,S,B,C,U,O,T,F,C,S,N,
,,,,,,,,,,0,0,,0,0,P,,2,1,F,B,C,F,P,T,F,C,S,L,
,,,,,,,,,,0,0,,0,0,P,,3,1,F,W,C,U,P,T,F,C,S,L,
,,,,,,,,,,0,0,,1,0,O,,0,1,F,W,C,F,P,T,B,C,S,,
,,,,,,,,,,0,0,,1,0,O,,1,1,F,W,L,F,P,T,B,L,M,N,
,,,,,,,,,,0,0,,1,0,O,,2,1,F,C,C,U,P,T,B,L,S,,
,,,,,,,,,,0,0,,1,0,O,,3,1,F,W,C,U,O,T,B,C,S,N,
,,,,,,,,,,0,0,,1,0,O,,3,2,F,W,C,U,P,T,F,L,S,L,
,,,,,,,,,,0,0,,2,0,P,,0,0,S,W,C,U,P,T,F,C,S,N,
,,,,,,,,,,0,0,,2,0,P,,1,0,F,B,C,U,P,T,F,L,S,L,
,,,,,,,,,,0,0,,2,0,P,,2,0,F,B,C,U,O,T,B,C,S,N,
,,,,,,,,,,0,0,,2,0,P,,2,1,F,W,C,F,P,T,F,C,S,N,
,,,,,,,,,,0,0,,2,0,P,,3,1,S,W,C,U,O,T,F,C,S,N,
,,,,,,,,,,0,0,,2,0,P,,3,2,F,B,C,F,P,T,B,C,S,L,
,,,,,,,,,,0,0,,3,0,O,,0,0,D,,,D,P,,,,,,
,,,,,,,,,,0,0,,3,0,O,,1,0,F,C,L,U,O,T,B,L,S,N,
,,,,,,,,,,0,0,,3,0,O,,2,1,F,W,C,U,P,T,B,C,S,L,
,,,,,,,,,,0,0,,3,0,O,,3,1,S,B,L,W,P,T,B,L,S,,
,,,,,,,,,,0,0,,4,0,P,,0,1,F,W,L,W,P,T,B,L,S,,
,,,,,,,,,,0,0,,4,0,P,,1,1,F,C,L,W,P,T,B,C,S,,
,,,,,,,,,,0,0,,4,0,P,,2,1,F,W,C,W,P,T,B,C,S,,
,,,,,,,,,,0,0,,4,0,P,,3,1,F,W,C,F,P,T,B,C,S,N,
,,,,,,,,,,0,0,,5,0,O,,0,0,F,B,C,W,P,V,B,C,S,,
,,,,,,,,,,0,0,,5,0,O,,1,0,F,B,C,W,P,T,F,C,S,,
,,,,,,,,,,0,0,,5,0,O,,2,0,F,C,L,U,O,T,F,L,S,N,
,,,,,,,,,,0,0,,5,0,O,,2,2,F,B,C,U,O,T,F,C,S,N,
,,,,,,,,,,0,0,,5,0,O,,2,3,F,W,L,W,O,S,B,L,M,,
,,,,,,,,,,0,0,,5,1,P,,0,0,F,C,L,U,P,V,B,L,S,N,
,,,,,,,,,,0,0,,5,1,P,,1,0,S,B,C,F,P,T,B,C,S,N,
,,,,,,,,,,0,0,,5,1,P,,2,2,S,B,C,U,O,T,B,C,M,L,
,,,,,,,,,,0,0,,5,1,P,,2,3,S,C,C,W,P,T,B,C,M,,
,,,,,,,,,,0,0,,5,1,P,,3,3,F,B,L,U,O,T,F,L,S,W,
,,,,,,,,,,0,0,,5,2,O,,0,0,F,W,C,U,P,T,F,C,S,N,
,,,,,,,,,,0,0,,5,2,O,,1,0,F,W,C,F,P,T,F,L,M,N,
,,,,,,,,,,0,0,,5,2,O,,2,0,S,W,L,U,P,T,F,C,S,W,
,,,,,,,,,,0,0,,5,2,O,,3,0,F,W,C,U,O,T,F,C,M,W,
,,,,,,,,,,0,0,,5,2,O,,3,1,F,W,C,U,O,T,F,C,S,L,
,,,,,,,,,,0,0,,5,2,O,,3,2,F,C,L,W,P,T,F,C,S,,
,,,,,,,,,,1,0,,0,0,P,,1,0,D,,,D,O,,,,,,
,,,,,,,,,,1,0,,0,0,P,,1,1,F,W,C,F,P,T,F,L,S,N,
,,,,,,,,,,1,0,,0,0,P,,2,1,F,C,,A,P,,,,,,
,,,,,,,,,,1,0,,0,0,P,,3,1,S,W,C,U,P,T,F,C,S,N,
,,,,,,,,,,1,0,,1,0,O,,0,0,F,W,L,W,P,T,F,C,S,,
,,,,,,,,,,1,0,,1,0,O,,1,0,S,W,C,W,P,T,F,C,S,,
,,,,,,,,,,1,0,,1,0,O,,2,0,S,W,L,U,O,T,F,L,S,N,
,,,,,,,,,,1,0,,1,0,O,,2,1,F,W,C,U,P,T,B,L,S,N,
,,,,,,,,,,1,0,,1,0,O,,3,1,F,W,C,F,O,T,F,C,S,W,
,,,,,,,,,,1,0,,1,0,O,,3,2,F,W,C,W,P,T,B,C,S,,
,,,,,,,,,,1,0,,2,0,P,,0,0,F,C,,A,P,,,,,,
,,,,,,,,,,1,0,,2,0,P,,1,0,S,B,L,U,O,T,B,L,S,L,
,,,,,,,,,,1,0,,2,0,P,,1,1,S,W,C,W,P,O,F,L,M,,
,,,,,,,,,,1,0,,2,0,P,,2,1,F,C,,A,P,,,,,,
,,,,,,,,,,1,0,,2,0,P,,3,1,S,W,,A,P,,,,,,
,,,,,,,,,,1,0,,3,0,O,,0,0,F,W,C,U,O,T,F,C,S,N,
,,,,,,,,,,1,0,,3,0,O,,0,1,F,C,C,U,P,T,F,L,S,L,
,,,,,,,,,,1,0,,3,0,O,,1,1,F,W,C,U,O,T,F,C,S,N,
,,,,,,,,,,1,0,,3,0,O,,1,2,F,C,C,F,P,T,F,C,S,N,
,,,,,,,,,,1,0,,3,0,O,,2,2,S,C,C,W,P,V,F,L,S,,
,,,,,,,,,,1,0,,3,0,O,,3,2,F,C,C,U,O,T,F,C,S,N,
,,,,,,,,,,1,0,,3,0,O,,3,3,,,,,O,,,,,,
,,,,,,,,,,1,0,,3,1,P,,0,0,S,W,C,F,P,T,F,C,S,W,
,,,,,,,,,,1,0,,3,1,P,,1,0,D,,,D,O,,,,,,
,,,,,,,,,,1,0,,3,1,P,,1,1,S,W,C,U,P,T,B,C,M,W,
,,,,,,,,,,1,0,,3,1,P,,2,1,F,C,,A,P,,,,,,
,,,,,,,,,,1,0,,3,1,P,,3,1,F,W,,A,P,,,,,,
,,,,,,,,,,1,0,,4,1,O,,0,0,S,C,L,U,O,T,F,L,S,N,
,,,,,,,,,,1,0,,4,1,O,,0,1,S,B,C,U,O,T,F,C,M,W,
,,,,,,,,,,1,0,,4,1,O,,0,2,F,C,C,U,O,T,F,C,S,W,
,,,,,,,,,,1,0,,4,1,O,,0,3,S,B,C,W,P,T,F,L,S,,
,,,,,,,,,,1,0,,4,1,O,,1,3,F,B,L,W,O,T,F,,,,
,,,,,,,,,,1,0,,4,2,P,,0,0,S,W,C,W,O,T,B,L,S,,
,,,,,,,,,,1,0,,4,2,P,,0,1,S,B,C,W,O,T,B,L,S,,
,,,,,,,,,,1,0,,4,2,P,,0,2,S,B,C,U,O,O,F,L,S,N,
,,,,,,,,,,1,0,,4,2,P,,0,3,F,B,C,W,P,O,F,L,S,,
,,,,,,,,,,1,0,,4,2,P,,1,3,S,B,C,U,P,L,F,L,M,L,
,,,,,,,,,,1,0,,4,2,P,,2,3,F,B,C,U,O,T,F,C,S,N,
,,,,,,,,,,1,0,,4,3,O,,0,0,F,W,L,U,P,T,B,C,S,W,
,,,,,,,,,,1,0,,4,3,O,,1,0,F,B,L,U,O,T,,,,,
,,,,,,,,,,1,0,,4,3,O,,1,1,S,C,L,U,P,T,F,L,S,L,
,,,,,,,,,,1,0,,4,3,O,,2,1,F,C,L,W,O,V,F,L,S,,
,,,,,,,,,,1,0,,4,3,O,,2,2,S,C,C,U,O,T,F,C,S,N,
,,,,,,,,,,1,0,,4,3,O,,2,3,D,,,D,P,,,,,,
,,,,,,,,,,1,0,,4,3,O,,3,3,F,C,L,U,P,T,F,C,M,N,
,,,,,,,,,,1,0,,5,3,P,,0,0,S,B,C,U,O,T,F,C,S,N,
,,,,,,,,,,1,0,,5,3,P,,0,1,S,C,C,U,P,T,B,C,S,N,
,,,,,,,,,,1,0,,5,3,P,,1,1,F,B,C,W,P,T,B,C,S,,
,,,,,,,,,,1,0,,5,3,P,,2,1,S,B,L,F,P,T,F,L,S,L,
,,,,,,,,,,1,0,,5,3,P,,3,1,S,W,C,U,O,T,F,C,S,N,
,,,,,,,,,,1,0,,5,3,P,,3,2,S,C,C,U,P,T,B,C,S,W,
Polina Malykh,,,2018-02-16,HOME,,,R,,R,0,0,,0,0,o,,0,0,S,B,C,W,P,T,F,C,S,,
,,,,,,,,,,0,0,,0,0,o,,1,0,S,B,L,W,P,T,F,C,S,,
,,,,,,,,,,0,0,,0,0,o,,2,0,S,C,C,F,O,T,F,C,S,N,
,,,,,,,,,,0,0,,0,0,o,,2,1,F,C,C,W,O,T,F,C,S,,
,,,,,,,,,,0,0,,0,0,o,,2,2,F,W,L,F,O,S,F,C,S,N,
,,,,,,,,,,0,0,,0,0,o,,2,3,S,B,C,U,P,T,F,C,M,W,
,,,,,,,,,,0,0,,0,0,o,,3,3,S,B,C,W,P,S,F,L,S,,
,,,,,,,,,,0,0,,1,0,P,,0,0,D,,,D,O,,,,,,
,,,,,,,,,,0,0,,1,0,P,,0,1,D,,,D,O,,,,,,
,,,,,,,,,,0,0,,1,0,P,,0,2,F,W,C,F,P,S,B,L,M,N,
,,,,,,,,,,0,0,,1,0,P,,1,2,F,C,L,U,O,T,F,L,M,L,
,,,,,,,,,,0,0,,1,0,P,,1,3,S,B,C,U,O,T,F,C,S,L,
,,,,,,,,,,0,0,,1,1,O,,0,0,F,W,N,W,O,T,F,L,S,N,
,,,,,,,,,,0,0,,1,1,O,,0,1,S,W,C,U,P,T,F,L,S,N,
,,,,,,,,,,0,0,,1,1,O,,1,1,F,B,L,W,O,T,B,C,S,,
,,,,,,,,,,0,0,,1,1,O,,1,2,F,B,C,W,P,T,F,C,M,,
,,,,,,,,,,0,0,,1,1,O,,2,2,F,B,C,W,P,T,F,C,M,,
,,,,,,,,,,0,0,,1,1,O,,3,2,F,B,C,U,O,T,F,L,S,N,
,,,,,,,,,,0,0,,1,1,O,,3,3,S,B,L,F,O,T,F,C,S,L,
,,,,,,,,,,0,0,,1,2,P,,0,0,F,B,C,F,O,T,B,L,S,L,
,,,,,,,,,,0,0,,1,2,P,,0,1,D,,,D,O,,,,,,
,,,,,,,,,,0,0,,1,2,P,,0,2,S,B,L,U,P,O,F,C,M,L,
,,,,,,,,,,0,0,,1,2,P,,1,2,F,B,C,U,O,T,B,C,S,W,
,,,,,,,,,,0,0,,1,2,P,,1,3,F,B,C,U,O,T,F,C,S,W,
,,,,,,,,,,0,0,,1,3,O,,0,0,D,,,D,P,,,,,,
,,,,,,,,,,0,0,,1,3,O,,1,0,F,B,C,W,P,S,F,C,S,,
,,,,,,,,,,0,0,,1,3,O,,2,0,S,C,C,U,P,T,B,C,S,L,
,,,,,,,,,,0,0,,1,3,O,,3,0,F,C,L,F,O,T,B,L,M,L,
,,,,,,,,,,0,0,,1,3,O,,3,1,F,B,C,F,P,S,B,C,M,L,
,,,,,,,,,,0,0,,2,3,P,,0,0,F,W,L,U,O,T,F,C,M,N,
,,,,,,,,,,0,0,,2,3,P,,0,1,S,B,L,U,O,T,F,C,S,N,
,,,,,,,,,,0,0,,2,3,P,,0,2,S,B,L,U,P,T,F,C,M,L,
,,,,,,,,,,0,0,,2,3,P,,1,2,F,B,L,F,P,S,F,C,S,N,
,,,,,,,,,,0,0,,2,3,P,,2,2,F,C,C,W,P,T,F,C,S,,
,,,,,,,,,,0,0,,2,3,P,,3,2,F,B,C,W,P,T,B,L,S,,
,,,,,,,,,,0,0,,3,3,O,,0,0,F,C,L,W,P,T,B,C,S,,
,,,,,,,,,,0,0,,3,3,O,,1,0,S,C,L,F,P,T,F,C,M,N,
,,,,,,,,,,0,0,,3,3,O,,2,0,F,B,C,W,P,T,B,L,S,,
,,,,,,,,,,0,0,,3,3,O,,3,0,F,B,L,F,P,S,B,C,M,N,
,,,,,,,,,,0,0,,4,3,P,,0,0,F,W,,A,P,,,,,,
,,,,,,,,,,0,0,,4,3,P,,1,0,S,B,L,U,O,T,F,L,S,N,
,,,,,,,,,,0,0,,4,3,P,,1,1,F,B,C,U,P,T,F,L,S,L,
,,,,,,,,,,0,0,,4,3,P,,2,1,F,B,C,W,P,T,B,C,S,,
,,,,,,,,,,0,0,,4,3,P,,3,1,S,B,C,W,P,S,B,L,S,,
,,,,,,,,,,0,0,,5,3,O,,0,0,S,B,N,W,O,,,,,,
,,,,,,,,,,0,0,,5,3,O,,0,1,S,B,L,W,P,T,B,L,S,,
,,,,,,,,,,0,0,,5,3,O,,1,1,S,B,C,U,O,T,F,L,M,N,
,,,,,,,,,,0,0,,5,3,O,,1,2,S,C,L,W,O,S,F,C,S,,
,,,,,,,,,,0,0,,5,3,O,,1,3,S,B,L,U,O,T,F,C,S,N,
,,,,,,,,,,0,0,,5,4,P,,0,0,F,C,L,W,P,T,F,L,S,,
,,,,,,,,,,0,0,,5,4,P,,1,0,D,,,D,O,,,,,,
,,,,,,,,,,0,0,,5,4,P,,1,1,F,C,L,W,O,S,F,C,S,,
,,,,,,,,,,0,0,,5,4,P,,1,2,S,B,L,U,O,T,B,L,S,N,
,,,,,,,,,,0,0,,5,4,P,,1,3,S,C,L,U,O,T,F,C,S,L,
,,,,,,,,,,0,0,,5,5,O,,0,0,F,C,L,W,O,O,F,C,S,,
,,,,,,,,,,0,0,,5,5,O,,0,1,F,B,C,U,O,T,F,C,S,N,
